Rotational Speed,Torque,Tool Wear,Failure,Failure_Type,Temperature_K
1290,36.71,18.1,0,No Failure,322.51
1806,41.61,21.2,0,No Failure,327.12
2061,38.5,77.3,0,No Failure,340.94
1478,75.53,113.4,1,Tool Wear Failure,348.01
1440,57.77,85.2,1,Heat Dissipation Failure,368.28
1717,31.44,153.6,0,No Failure,327.09999999999997
1323,73.51,180.3,1,Tool Wear Failure,327.75
1089,38.94,131.7,0,No Failure,340.79999999999995
1952,45.41,148.6,0,No Failure,324.28
1392,57.56,131.3,0,No Failure,331.32
1556,17.42,115.6,0,No Failure,327.75
1336,41.68,37.4,0,No Failure,308.15
1997,36.97,53.3,0,No Failure,334.75
1849,47.87,33.9,0,No Failure,330.78
1466,50.18,106.1,0,No Failure,349.67999999999995
1137,43.92,128.9,0,No Failure,333.21999999999997
1429,43.27,28.0,0,No Failure,316.84
1750,59.91,119.4,0,No Failure,329.78999999999996
1616,49.22,62.5,0,No Failure,308.15
1588,45.58,50.8,0,No Failure,317.40999999999997
1624,47.07,77.5,0,No Failure,341.40999999999997
1816,70.7,47.8,1,Power Failure,329.92999999999995
1535,47.42,151.4,0,No Failure,345.14
1708,37.8,104.9,0,No Failure,308.15
1205,18.27,163.9,0,No Failure,330.0
2444,24.92,88.4,1,Power Failure,326.96999999999997
1451,38.46,90.7,0,No Failure,345.58
1621,43.48,227.4,1,Tool Wear Failure,341.9
1748,37.22,17.6,0,No Failure,341.5
1406,49.92,192.1,1,Tool Wear Failure,353.19
1553,37.04,214.3,0,No Failure,328.35999999999996
1548,32.2,160.9,0,No Failure,350.51
1230,53.58,95.2,0,No Failure,319.58
1704,64.17,200.6,1,Tool Wear Failure,319.09999999999997
973,29.5,95.7,0,No Failure,342.94
2163,48.41,72.7,1,Power Failure,313.59
1828,18.33,91.7,0,No Failure,340.59999999999997
1774,24.36,80.8,0,No Failure,334.46999999999997
942,36.76,58.2,0,No Failure,347.08
1273,60.89,181.6,1,Tool Wear Failure,332.38
2036,34.1,68.6,0,No Failure,333.88
2600,33.57,113.2,1,Power Failure,339.77
1968,45.51,28.4,0,No Failure,324.53999999999996
1913,45.52,116.8,0,No Failure,323.96999999999997
1734,34.01,45.6,0,No Failure,339.32
1253,72.81,44.2,0,No Failure,332.77
1898,41.28,108.4,0,No Failure,327.84999999999997
1165,46.59,178.4,0,No Failure,332.07
1126,39.38,141.4,0,No Failure,353.88
1104,51.16,145.5,0,No Failure,327.39
1892,62.29,107.2,1,Power Failure,327.01
1530,68.29,94.9,1,Power Failure,310.95
1585,34.33,162.5,0,No Failure,332.59999999999997
1545,60.41,81.2,0,No Failure,341.69
1156,52.7,165.1,0,No Failure,344.02
1315,58.64,189.2,1,Tool Wear Failure,334.55999999999995
1333,43.71,64.5,0,No Failure,345.58
1058,42.38,73.3,0,No Failure,342.65999999999997
1374,58.1,82.3,0,No Failure,347.62
1172,58.37,27.0,0,No Failure,345.95
1752,66.92,86.8,1,Power Failure,353.55999999999995
1781,47.78,193.1,1,Tool Wear Failure,330.94
1097,43.5,52.3,0,No Failure,315.9
1446,10.56,194.5,1,Tool Wear Failure,341.78
2200,22.44,89.0,1,Heat Dissipation Failure,343.29999999999995
1207,39.48,241.8,1,Tool Wear Failure,353.55999999999995
1699,29.59,74.1,0,No Failure,349.80999999999995
1587,56.4,106.4,0,No Failure,358.44
1933,26.66,60.4,0,No Failure,341.21
1653,37.98,73.7,0,No Failure,336.12
1399,38.53,195.3,0,No Failure,315.15
1573,61.87,143.5,0,No Failure,337.15999999999997
1578,36.48,176.7,0,No Failure,325.96999999999997
1518,51.33,36.1,0,No Failure,335.9
1088,47.74,154.3,0,No Failure,333.85999999999996
1985,57.65,56.7,1,Power Failure,339.28
1923,56.9,34.8,1,Power Failure,331.88
1185,44.53,129.3,0,No Failure,345.30999999999995
1445,21.25,128.7,0,No Failure,308.15
1471,41.76,118.2,0,No Failure,335.62
1145,44.72,158.1,0,No Failure,348.78
897,49.0,167.4,0,No Failure,357.46
1315,34.67,203.2,0,No Failure,342.66999999999996
1425,60.97,43.6,1,Heat Dissipation Failure,355.04999999999995
1046,45.19,205.1,0,No Failure,335.34999999999997
1612,32.11,227.9,1,Tool Wear Failure,333.19
1957,38.58,93.0,0,No Failure,340.03
1845,72.0,14.9,1,Power Failure,333.10999999999996
1506,54.3,32.0,0,No Failure,322.97999999999996
906,59.68,87.3,0,No Failure,326.45
1800,30.42,235.8,1,Tool Wear Failure,318.69
1601,35.36,116.0,0,No Failure,340.02
1699,35.46,78.0,0,No Failure,333.29999999999995
2228,47.58,73.9,1,Power Failure,328.46999999999997
1261,42.56,35.6,0,No Failure,325.78
600,38.15,167.5,0,No Failure,339.71999999999997
1181,39.9,109.5,0,No Failure,343.29999999999995
1720,33.88,241.0,1,Tool Wear Failure,318.45
1559,42.48,152.7,0,No Failure,316.40999999999997
1125,60.59,164.8,0,No Failure,345.55999999999995
1053,23.82,100.5,0,No Failure,315.27
1426,49.85,49.5,0,No Failure,340.27
1114,64.32,62.6,0,No Failure,354.16999999999996
1732,42.44,32.8,0,No Failure,354.2
1406,37.6,169.6,0,No Failure,342.74
1331,57.94,91.9,0,No Failure,342.35999999999996
1285,31.22,172.2,1,Heat Dissipation Failure,362.41999999999996
1642,44.68,123.2,0,No Failure,308.15
1565,30.44,97.4,0,No Failure,327.10999999999996
1621,18.82,44.8,0,No Failure,344.17999999999995
1613,42.87,133.1,0,No Failure,328.77
1525,27.31,101.9,0,No Failure,349.27
1188,44.84,169.1,0,No Failure,332.64
1294,60.61,72.1,0,No Failure,334.85999999999996
1412,70.96,152.0,1,Tool Wear Failure,329.58
2273,46.31,213.5,1,Power Failure,326.35999999999996
1078,59.27,131.4,0,No Failure,326.03999999999996
1403,50.59,162.1,0,No Failure,336.67999999999995
1584,39.64,149.3,0,No Failure,323.08
1444,18.05,228.9,1,Tool Wear Failure,345.53999999999996
1926,67.77,137.3,1,Power Failure,341.64
1442,30.31,157.0,0,No Failure,347.44
1468,64.36,112.8,0,No Failure,318.46999999999997
1835,52.52,68.5,0,No Failure,311.05999999999995
2184,31.34,42.5,0,No Failure,333.09999999999997
2043,49.37,191.0,1,Heat Dissipation Failure,370.83
1502,74.86,54.5,1,Power Failure,349.60999999999996
1533,66.5,159.8,1,Power Failure,325.94
1566,37.82,140.0,0,No Failure,338.66999999999996
1601,35.03,170.1,0,No Failure,342.60999999999996
1253,46.4,84.1,0,No Failure,315.35999999999996
1878,42.68,67.6,0,No Failure,350.96
1622,61.8,137.7,0,No Failure,330.96999999999997
1534,55.35,97.5,0,No Failure,331.96999999999997
1105,21.31,41.1,0,No Failure,333.46
1572,51.42,231.3,1,Tool Wear Failure,348.03
887,42.49,67.5,0,No Failure,323.33
1346,45.52,55.4,0,No Failure,310.96
1353,48.49,100.5,0,No Failure,337.34999999999997
1650,61.78,190.2,1,Tool Wear Failure,308.15
2208,58.69,0.0,1,Power Failure,329.24
1750,34.5,185.2,1,Tool Wear Failure,348.58
2057,44.18,60.3,0,No Failure,340.67999999999995
1776,38.72,130.9,0,No Failure,346.7
1944,21.45,74.4,0,No Failure,341.21
2200,43.47,234.5,1,Heat Dissipation Failure,364.47999999999996
1294,70.83,122.5,0,No Failure,325.5
1271,21.03,72.5,0,No Failure,338.33
1784,44.66,96.9,0,No Failure,327.45
1549,44.21,120.4,0,No Failure,345.59
1627,49.03,125.7,0,No Failure,332.34999999999997
1463,31.52,141.3,0,No Failure,355.49
1341,25.05,114.9,0,No Failure,326.25
2117,25.7,32.4,1,Heat Dissipation Failure,351.44
1165,63.63,94.6,0,No Failure,340.85999999999996
1790,31.24,151.4,0,No Failure,332.72999999999996
1733,38.01,74.8,0,No Failure,340.2
997,74.46,155.4,0,No Failure,336.54999999999995
1259,34.72,116.9,0,No Failure,337.78
1318,49.79,101.9,0,No Failure,330.46
1748,59.89,186.6,1,Power Failure,324.03
1422,59.22,10.7,0,No Failure,328.78999999999996
1520,26.36,74.5,0,No Failure,311.27
1040,35.01,188.9,0,No Failure,344.09999999999997
2364,49.23,224.8,1,Power Failure,317.09
1575,72.01,252.2,1,Tool Wear Failure,330.32
1725,34.34,118.0,0,No Failure,341.57
1361,38.09,142.5,0,No Failure,344.05999999999995
1322,50.87,164.0,0,No Failure,310.08
2219,53.68,191.5,1,Power Failure,331.96
879,54.52,133.8,0,No Failure,339.13
1648,33.15,170.6,0,No Failure,333.83
1126,37.55,142.6,0,No Failure,350.62
1408,48.02,146.3,0,No Failure,322.46999999999997
1327,62.67,59.9,0,No Failure,308.15
1205,41.66,95.2,0,No Failure,343.67999999999995
1562,44.69,83.6,0,No Failure,326.16999999999996
651,30.64,43.7,0,No Failure,310.28999999999996
1440,71.09,15.9,1,Power Failure,331.09
1518,47.16,89.6,0,No Failure,349.15
1074,60.09,99.2,0,No Failure,316.72999999999996
2080,45.42,121.3,1,Heat Dissipation Failure,363.52
1342,46.19,148.3,0,No Failure,322.26
1467,24.0,126.3,0,No Failure,334.28
1343,14.89,99.6,0,No Failure,317.29999999999995
1521,62.53,60.1,0,No Failure,333.69
2008,46.09,167.6,1,Tool Wear Failure,331.40999999999997
2416,47.89,108.9,1,Power Failure,313.78999999999996
1811,27.51,89.0,1,Heat Dissipation Failure,369.89
1931,32.36,103.8,0,No Failure,326.71
2151,59.87,71.0,1,Power Failure,326.71999999999997
1637,69.36,83.2,1,Power Failure,345.75
2100,36.3,81.3,1,Heat Dissipation Failure,356.74
1827,54.4,97.8,0,No Failure,347.78999999999996
1600,47.66,154.3,0,No Failure,317.53
1673,43.31,139.4,0,No Failure,335.92999999999995
913,70.93,207.8,1,Tool Wear Failure,308.69
1652,38.66,187.7,0,No Failure,344.87
1010,62.37,232.4,1,Tool Wear Failure,311.89
981,50.34,148.5,0,No Failure,322.71
1618,44.76,147.6,0,No Failure,333.10999999999996
1160,64.21,85.8,0,No Failure,338.94
1548,49.06,164.6,0,No Failure,329.76
1598,43.65,75.6,0,No Failure,352.9
1614,64.31,26.8,0,No Failure,342.54999999999995
1234,62.49,206.6,1,Tool Wear Failure,341.53
1865,61.83,40.0,1,Power Failure,317.16999999999996
1519,10.0,141.3,0,No Failure,355.24
1704,51.16,62.2,0,No Failure,322.71
1131,47.97,182.6,1,Tool Wear Failure,355.74
1488,44.51,190.8,1,Heat Dissipation Failure,359.44
1934,53.54,146.8,0,No Failure,339.80999999999995
1890,48.65,189.8,1,Tool Wear Failure,346.57
1271,54.49,115.4,0,No Failure,308.15
1359,41.25,249.1,1,Tool Wear Failure,330.60999999999996
1204,65.97,159.8,0,No Failure,347.47999999999996
1320,55.91,61.0,0,No Failure,345.16999999999996
1060,52.6,119.2,0,No Failure,317.28999999999996
1502,51.91,105.8,0,No Failure,329.33
1772,61.2,100.0,1,Power Failure,308.15
1275,59.3,15.6,0,No Failure,338.52
1518,43.42,138.2,0,No Failure,308.66999999999996
1473,58.86,31.9,0,No Failure,347.84999999999997
1919,47.44,0.0,0,No Failure,348.53
1336,71.84,94.4,0,No Failure,326.97999999999996
1349,60.37,69.6,0,No Failure,339.92999999999995
1254,36.24,63.3,0,No Failure,330.33
1152,77.63,0.0,0,No Failure,336.28999999999996
1735,15.57,63.9,0,No Failure,318.24
1503,53.92,104.6,0,No Failure,341.24
1569,35.25,77.0,0,No Failure,311.80999999999995
1996,71.35,138.2,1,Power Failure,309.35999999999996
2016,48.54,198.6,1,Tool Wear Failure,331.55999999999995
974,33.89,146.0,0,No Failure,330.4
1777,41.27,176.6,0,No Failure,336.69
1629,35.0,181.5,0,No Failure,324.71
1388,40.72,53.9,1,Heat Dissipation Failure,357.65999999999997
1665,40.4,141.3,0,No Failure,335.24
946,34.48,174.7,0,No Failure,336.17999999999995
2062,48.78,88.8,1,Power Failure,335.71
1730,50.48,67.6,0,No Failure,346.19
1247,31.05,146.8,0,No Failure,340.64
1345,21.78,26.1,0,No Failure,338.9
954,49.35,49.7,0,No Failure,342.71999999999997
1440,52.45,75.0,0,No Failure,309.42999999999995
1381,55.22,142.0,0,No Failure,309.91999999999996
1086,52.72,128.1,0,No Failure,332.15999999999997
1822,67.02,176.9,1,Power Failure,330.58
1997,58.96,59.7,1,Power Failure,340.69
1540,82.52,56.5,1,Power Failure,333.40999999999997
1443,85.0,146.4,1,Power Failure,340.71
1702,20.39,67.1,0,No Failure,316.96
1543,14.24,78.8,0,No Failure,333.01
1171,44.9,3.6,0,No Failure,315.71999999999997
1322,52.06,132.5,0,No Failure,338.17999999999995
1446,43.94,207.5,0,No Failure,308.72999999999996
1637,54.85,53.2,0,No Failure,337.67999999999995
1553,41.22,176.3,0,No Failure,314.04999999999995
1624,35.28,111.4,0,No Failure,328.15999999999997
1016,37.4,9.1,0,No Failure,344.78
1783,42.2,61.3,0,No Failure,336.10999999999996
1551,56.81,57.6,0,No Failure,311.76
2443,38.19,96.0,1,Power Failure,324.40999999999997
1414,40.95,140.2,0,No Failure,313.63
1663,52.98,225.9,1,Tool Wear Failure,311.12
2540,42.22,29.1,1,Power Failure,334.67999999999995
1618,60.63,85.9,0,No Failure,340.42999999999995
1526,32.13,61.2,0,No Failure,338.88
1205,29.09,38.9,0,No Failure,340.97999999999996
2085,49.26,120.7,1,Power Failure,333.0
1144,50.66,115.1,0,No Failure,329.59999999999997
1699,32.89,6.2,0,No Failure,319.2
1384,63.81,116.1,0,No Failure,327.42999999999995
1484,71.95,42.7,1,Power Failure,315.96999999999997
1052,36.21,115.7,0,No Failure,322.15999999999997
2020,65.82,191.2,1,Power Failure,334.30999999999995
1453,11.65,142.8,0,No Failure,331.62
1125,60.07,125.7,1,Heat Dissipation Failure,372.99
1988,32.99,83.3,0,No Failure,315.65
1374,58.67,119.0,0,No Failure,331.52
1667,31.54,148.8,0,No Failure,314.64
1844,44.04,142.8,0,No Failure,328.10999999999996
1716,33.66,109.0,0,No Failure,328.64
781,42.01,128.0,0,No Failure,344.13
1793,70.62,36.0,1,Power Failure,327.29999999999995
1515,43.49,70.9,0,No Failure,330.65999999999997
1435,74.54,157.5,1,Tool Wear Failure,327.55999999999995
1512,39.6,165.5,0,No Failure,314.94
986,65.88,120.6,0,No Failure,324.66999999999996
1617,22.24,203.7,0,No Failure,328.17999999999995
1072,40.99,145.5,0,No Failure,334.10999999999996
1450,37.49,101.0,0,No Failure,340.41999999999996
1605,66.53,41.8,1,Power Failure,330.09999999999997
1926,47.59,201.3,0,No Failure,329.87
1263,15.77,161.2,0,No Failure,310.78
2058,26.66,222.9,1,Tool Wear Failure,340.16999999999996
1881,30.82,245.0,1,Tool Wear Failure,324.09999999999997
1400,58.08,37.8,0,No Failure,342.85999999999996
1162,56.27,37.9,0,No Failure,350.26
1045,40.79,0.0,0,No Failure,330.71
1645,37.32,170.1,0,No Failure,319.84999999999997
1292,55.03,154.4,0,No Failure,332.92999999999995
1970,29.19,120.9,0,No Failure,337.67999999999995
1312,51.41,41.4,0,No Failure,329.04999999999995
1235,50.22,109.7,0,No Failure,325.82
1632,41.16,126.1,0,No Failure,340.47999999999996
1310,50.57,162.0,0,No Failure,339.62
1553,46.43,131.4,0,No Failure,328.65
1895,51.96,154.8,0,No Failure,311.65
1591,26.32,107.6,0,No Failure,339.08
1592,53.6,185.9,0,No Failure,323.16999999999996
1622,59.37,152.9,0,No Failure,335.94
957,49.49,43.8,0,No Failure,335.12
1687,53.42,198.4,0,No Failure,308.59
1606,43.46,188.5,0,No Failure,334.2
1863,57.48,142.9,1,Power Failure,339.84
1762,45.91,131.8,0,No Failure,341.42999999999995
1479,28.93,214.5,1,Tool Wear Failure,334.67999999999995
1911,56.48,17.0,1,Power Failure,308.15
1448,22.12,189.5,1,Tool Wear Failure,349.75
1637,48.96,86.4,0,No Failure,338.49
1441,39.62,180.7,0,No Failure,317.51
1712,38.73,122.2,0,No Failure,322.90999999999997
1418,47.41,40.4,0,No Failure,336.15999999999997
2127,35.07,85.2,0,No Failure,341.99
2256,52.17,176.3,1,Power Failure,326.80999999999995
1856,45.8,102.4,0,No Failure,343.88
2089,36.36,77.7,0,No Failure,309.84
1011,63.73,77.3,0,No Failure,319.59999999999997
1053,47.87,153.5,0,No Failure,308.15
1437,53.83,220.0,1,Tool Wear Failure,321.47999999999996
1564,64.83,0.0,1,Power Failure,352.76
1481,64.6,260.0,1,Tool Wear Failure,359.9
975,53.12,127.2,0,No Failure,336.2
1953,40.76,149.8,0,No Failure,324.84999999999997
2304,24.98,88.8,1,Heat Dissipation Failure,330.27
1998,47.89,114.8,0,No Failure,339.29999999999995
1930,60.32,126.6,1,Power Failure,312.83
1629,49.96,52.1,0,No Failure,325.71
1255,10.0,66.7,0,No Failure,351.79999999999995
1575,57.18,186.1,1,Tool Wear Failure,319.55999999999995
2287,58.04,21.9,1,Power Failure,323.40999999999997
1427,40.78,141.5,0,No Failure,333.32
1391,58.84,92.8,0,No Failure,336.83
1938,53.79,57.4,0,No Failure,325.02
1961,35.4,233.3,1,Tool Wear Failure,334.15
1253,62.8,57.7,0,No Failure,341.04999999999995
1458,27.26,47.2,0,No Failure,358.65
1374,44.2,103.8,0,No Failure,331.51
1574,42.8,68.9,0,No Failure,332.60999999999996
1936,33.44,115.4,0,No Failure,353.01
1269,49.25,124.3,0,No Failure,326.01
1931,63.35,129.1,1,Power Failure,315.92999999999995
1586,62.47,107.6,0,No Failure,336.4
2364,55.13,72.9,1,Power Failure,347.14
1662,21.26,153.6,0,No Failure,337.84
1516,26.3,108.3,0,No Failure,331.89
1751,47.33,85.3,0,No Failure,314.32
1432,44.52,203.8,0,No Failure,332.39
922,38.03,107.7,0,No Failure,349.17999999999995
1466,71.67,180.5,1,Tool Wear Failure,317.10999999999996
1460,46.48,188.6,0,No Failure,329.96999999999997
993,52.59,192.3,0,No Failure,328.10999999999996
1524,58.83,156.5,0,No Failure,324.08
827,45.77,115.0,0,No Failure,336.37
1428,81.27,111.2,1,Power Failure,338.90999999999997
1635,31.83,100.4,0,No Failure,338.78
1584,36.51,0.0,0,No Failure,320.45
1406,31.8,158.1,0,No Failure,311.75
1520,66.88,129.7,1,Power Failure,336.55999999999995
1276,56.23,164.5,0,No Failure,326.57
1554,37.38,108.0,0,No Failure,357.04999999999995
1570,32.91,154.9,1,Heat Dissipation Failure,357.65
1235,64.39,32.3,1,Heat Dissipation Failure,359.03
1644,50.06,44.8,0,No Failure,320.92999999999995
1642,64.75,0.0,1,Power Failure,340.54999999999995
1492,44.16,106.9,0,No Failure,344.46999999999997
2397,52.16,68.6,1,Power Failure,343.01
1501,49.2,60.8,0,No Failure,328.53999999999996
1452,36.26,135.1,0,No Failure,349.78
1402,42.98,89.5,0,No Failure,333.15999999999997
1210,28.42,29.0,0,No Failure,334.82
1790,51.92,260.0,1,Tool Wear Failure,313.15999999999997
1310,55.66,112.8,0,No Failure,341.53
1351,58.86,50.0,0,No Failure,329.76
1362,54.33,74.8,0,No Failure,339.19
1205,43.21,104.6,0,No Failure,336.21
937,66.73,104.5,0,No Failure,335.5
1388,57.49,193.1,0,No Failure,332.55999999999995
1856,64.44,110.2,1,Power Failure,343.38
1619,65.32,226.3,1,Tool Wear Failure,330.55999999999995
2096,43.24,89.1,1,Heat Dissipation Failure,314.22999999999996
1813,50.43,140.6,0,No Failure,340.54999999999995
1733,55.84,176.3,1,Tool Wear Failure,322.63
2209,28.91,186.7,1,Tool Wear Failure,315.92999999999995
1516,29.22,193.7,1,Tool Wear Failure,319.85999999999996
1572,26.81,98.7,0,No Failure,336.83
1546,43.49,114.7,0,No Failure,331.9
2090,40.33,0.0,0,No Failure,308.15
1551,24.9,103.2,0,No Failure,328.15999999999997
1323,47.09,180.5,0,No Failure,348.34999999999997
1756,43.66,168.8,0,No Failure,327.28
1264,61.55,109.8,0,No Failure,331.0
1737,73.18,216.9,1,Power Failure,346.71
1695,51.39,92.0,0,No Failure,343.49
1484,35.25,72.0,0,No Failure,346.42999999999995
1748,54.05,86.9,0,No Failure,308.15
1029,45.13,47.7,0,No Failure,355.69
1607,41.64,152.3,0,No Failure,341.41999999999996
1388,32.94,132.3,1,Heat Dissipation Failure,365.15
2552,38.5,151.6,1,Power Failure,322.97999999999996
1605,42.51,90.1,0,No Failure,310.22999999999996
1341,56.26,111.5,0,No Failure,333.24
1068,52.15,0.0,0,No Failure,329.57
2007,70.56,137.6,1,Power Failure,341.65
1427,54.44,120.9,0,No Failure,347.12
1273,50.94,49.0,0,No Failure,332.02
1668,40.71,108.7,0,No Failure,330.02
1777,30.48,99.5,0,No Failure,339.95
1772,37.02,220.9,0,No Failure,329.82
1557,35.2,51.3,0,No Failure,328.72999999999996
1606,10.0,134.9,0,No Failure,346.63
1631,30.88,49.6,0,No Failure,349.53
1668,67.43,81.5,1,Power Failure,347.24
1699,50.16,131.6,0,No Failure,330.96
1933,39.73,102.3,0,No Failure,308.15
1570,50.58,114.6,0,No Failure,331.21999999999997
1264,17.65,135.0,0,No Failure,323.29999999999995
1499,48.95,85.4,0,No Failure,331.46
1814,62.88,168.0,1,Power Failure,324.42999999999995
925,43.3,96.7,0,No Failure,332.88
927,20.19,109.1,0,No Failure,319.64
1871,39.2,136.7,0,No Failure,316.5
2082,62.91,128.6,1,Power Failure,349.03999999999996
1107,48.62,153.7,0,No Failure,320.53999999999996
1585,25.14,134.0,0,No Failure,333.15
1410,78.15,143.1,1,Power Failure,345.55999999999995
1459,27.45,95.5,0,No Failure,345.03999999999996
1657,41.6,50.9,0,No Failure,343.47999999999996
1097,30.48,29.3,0,No Failure,337.09
1162,30.5,14.8,0,No Failure,342.55999999999995
1445,38.67,220.8,1,Tool Wear Failure,351.0
1499,53.91,0.0,0,No Failure,338.67999999999995
1156,63.07,186.6,0,No Failure,309.27
1826,39.59,65.7,0,No Failure,326.28
1404,30.86,186.2,0,No Failure,342.2
1402,51.7,0.0,0,No Failure,325.0
1649,52.11,100.9,0,No Failure,354.21
1505,48.37,202.2,0,No Failure,332.33
1843,48.86,157.8,0,No Failure,334.26
1223,43.42,94.8,0,No Failure,347.77
1061,46.37,0.0,0,No Failure,330.77
1442,42.46,35.7,0,No Failure,335.44
1571,59.98,198.3,1,Tool Wear Failure,344.84
1116,76.2,94.1,0,No Failure,314.01
1064,47.52,110.7,0,No Failure,329.44
1614,44.91,132.0,0,No Failure,343.92999999999995
1285,48.58,36.8,0,No Failure,334.0
1042,35.79,139.4,0,No Failure,352.22999999999996
1888,55.71,89.8,0,No Failure,312.65999999999997
1329,51.18,132.6,0,No Failure,311.17999999999995
1952,39.11,80.3,0,No Failure,343.15999999999997
1560,57.63,20.6,0,No Failure,344.40999999999997
1653,45.27,89.4,0,No Failure,330.64
1476,31.42,153.4,0,No Failure,338.35999999999996
621,49.92,138.6,0,No Failure,342.84
1152,48.32,116.9,0,No Failure,322.57
1506,58.45,168.9,0,No Failure,323.96
1678,56.64,102.8,0,No Failure,335.62
924,43.47,118.4,0,No Failure,344.9
1531,38.39,86.2,0,No Failure,317.99
1157,45.02,172.4,0,No Failure,330.58
1632,50.09,132.5,0,No Failure,329.96999999999997
1543,51.77,81.6,0,No Failure,338.58
1810,49.22,25.7,0,No Failure,333.03999999999996
1923,43.73,181.3,0,No Failure,326.04999999999995
1711,58.96,70.4,0,No Failure,349.38
1851,35.56,119.3,0,No Failure,326.14
1427,79.71,256.2,1,Tool Wear Failure,329.34999999999997
2538,55.68,163.1,1,Power Failure,312.46
1123,29.22,211.7,1,Tool Wear Failure,323.87
1365,47.59,82.7,0,No Failure,339.85999999999996
1865,55.82,179.3,1,Power Failure,337.32
1813,40.11,116.6,0,No Failure,340.94
1721,24.07,137.0,0,No Failure,340.30999999999995
1786,30.45,236.3,1,Tool Wear Failure,360.28999999999996
821,52.59,98.3,0,No Failure,323.42999999999995
2106,20.44,116.2,0,No Failure,312.09999999999997
1479,24.71,60.8,0,No Failure,319.49
1986,52.52,168.3,1,Power Failure,324.0
838,41.88,81.4,0,No Failure,320.47999999999996
1640,35.26,176.4,0,No Failure,334.37
1353,38.07,16.0,0,No Failure,349.42999999999995
1750,24.41,147.9,0,No Failure,353.16999999999996
1661,51.78,76.4,0,No Failure,339.71
1678,33.71,158.8,1,Heat Dissipation Failure,360.99
1179,37.5,114.2,0,No Failure,328.52
1530,49.85,82.9,0,No Failure,311.92999999999995
1487,41.41,91.8,0,No Failure,346.84
1723,35.13,64.0,0,No Failure,309.25
1896,17.15,165.3,0,No Failure,323.33
1603,50.14,52.1,0,No Failure,339.90999999999997
1103,46.11,99.0,0,No Failure,331.82
1588,37.76,135.7,0,No Failure,330.66999999999996
2464,30.48,211.8,1,Heat Dissipation Failure,317.79999999999995
2126,45.18,114.4,0,No Failure,333.01
600,51.73,100.4,0,No Failure,346.2
1572,46.37,131.4,0,No Failure,333.40999999999997
1876,67.93,0.0,1,Power Failure,322.35999999999996
1486,54.87,43.1,0,No Failure,316.92999999999995
1389,43.5,92.5,0,No Failure,322.63
1457,55.34,72.2,0,No Failure,338.25
1743,45.68,19.0,0,No Failure,337.62
1148,45.63,166.5,0,No Failure,322.74
1966,63.15,130.6,1,Power Failure,308.15
1530,32.43,123.4,0,No Failure,338.60999999999996
1223,45.33,73.4,0,No Failure,321.47999999999996
1944,61.66,119.8,1,Power Failure,342.10999999999996
1009,49.33,145.9,0,No Failure,323.32
1356,39.83,99.1,0,No Failure,320.30999999999995
1350,21.11,141.7,0,No Failure,335.14
2300,13.22,67.2,1,Heat Dissipation Failure,363.79999999999995
1310,74.07,120.8,1,Tool Wear Failure,342.89
796,49.32,183.5,0,No Failure,334.91999999999996
1346,36.82,188.9,1,Tool Wear Failure,337.82
1709,49.89,194.7,0,No Failure,310.39
1824,31.73,132.1,0,No Failure,318.55999999999995
2347,40.36,116.9,1,Power Failure,308.15
2042,31.83,88.1,1,Heat Dissipation Failure,355.64
1616,25.21,6.6,0,No Failure,353.01
1238,15.53,34.3,0,No Failure,338.26
2118,22.63,104.9,0,No Failure,334.90999999999997
1421,59.3,108.5,0,No Failure,312.97999999999996
1320,31.18,199.7,0,No Failure,330.29999999999995
1404,52.49,193.9,1,Tool Wear Failure,356.45
1112,58.39,73.8,0,No Failure,334.85999999999996
1387,45.23,164.1,0,No Failure,325.80999999999995
1468,40.82,86.4,0,No Failure,310.29999999999995
1806,46.86,156.0,0,No Failure,351.09
1414,39.17,163.4,0,No Failure,332.24
1106,61.85,189.5,0,No Failure,310.30999999999995
989,71.27,85.4,0,No Failure,321.13
1623,65.3,175.9,1,Power Failure,316.53999999999996
1575,14.88,2.6,0,No Failure,331.44
1356,38.88,192.8,0,No Failure,335.84999999999997
1386,45.06,113.5,0,No Failure,326.60999999999996
1686,51.48,114.8,0,No Failure,343.25
2037,20.82,0.0,0,No Failure,334.16999999999996
1277,20.59,91.7,0,No Failure,346.96
1581,63.3,196.3,1,Tool Wear Failure,328.51
1885,37.17,89.4,1,Heat Dissipation Failure,372.74
1278,24.18,157.8,0,No Failure,325.80999999999995
1545,29.55,117.1,0,No Failure,321.40999999999997
1537,50.47,178.8,0,No Failure,319.80999999999995
1091,33.48,126.5,0,No Failure,330.40999999999997
1609,48.38,59.1,0,No Failure,310.79999999999995
1561,31.3,118.4,0,No Failure,336.97999999999996
1744,20.58,211.1,0,No Failure,308.38
1135,64.94,144.9,0,No Failure,335.25
1553,50.57,108.0,0,No Failure,315.58
2034,40.33,250.3,1,Tool Wear Failure,328.19
2277,37.7,184.6,1,Heat Dissipation Failure,341.01
1998,65.51,164.0,1,Power Failure,363.09999999999997
1138,53.28,134.0,0,No Failure,319.14
1708,61.06,158.8,1,Power Failure,331.2
1381,36.83,160.8,0,No Failure,323.74
1649,45.71,0.0,0,No Failure,321.84
1280,50.63,138.7,0,No Failure,323.85999999999996
950,37.3,105.4,0,No Failure,343.85999999999996
